align$name,queryName,align$alignment_name,query,subject
L06219_[M+H]+,./lxy-CID30.mzXML,L06219_[M+H]+#./lxy-CID30.mzXML#2514,"84.2028656005859,0.0519404794832221 115.807800292969,0.169762647763701 137.095397949219,0.258798101438472 138.102508544922,0.275732619752138 146.101852416992,0.313980491045553 150.331970214844,0.395929636017912 162.363647460938,0.184824195693998 172.930084228516,0.216150215564463 174.014266967773,0.388358692817736 175.291198730469,0.224909787583984 177.442520141602,0.0918554804305601 193.324417114258,0.0916710637103846 199.017562866211,0.097581086025903 203.780868530273,0.921807961564914 205.190444946289,0.231151878913778 206.100509643555,0.387650242202086 215.10774230957,0.48576995147947 218.796981811523,0.0880596128972561 222.228591918945,0.120343185214797 223.09130859375,0.106343236687497 232.137466430664,0.885425174516487 232.949584960938,0.331863448935276 236.527267456055,0.240022307507123 241.056640625,0.259073064796719 250.00651550293,0.259687132105386 250.76008605957,1 257.138854980469,0.122413596964352","121.0645,0.00901879 124.1124,0.00156383 147.0798,0.00140255 203.1432,0.01791004 215.1434,0.2938109 232.17,1"
L06402_[M+H]+,./lxy-CID30.mzXML,L06402_[M+H]+#./lxy-CID30.mzXML#2514,"84.2028656005859,0.0519404794832221 115.807800292969,0.169762647763701 137.095397949219,0.258798101438472 138.102508544922,0.275732619752138 146.101852416992,0.313980491045553 150.331970214844,0.395929636017912 162.363647460938,0.184824195693998 172.930084228516,0.216150215564463 174.014266967773,0.388358692817736 175.291198730469,0.224909787583984 177.442520141602,0.0918554804305601 193.324417114258,0.0916710637103846 199.017562866211,0.097581086025903 203.780868530273,0.921807961564914 205.190444946289,0.231151878913778 206.100509643555,0.387650242202086 215.10774230957,0.48576995147947 218.796981811523,0.0880596128972561 222.228591918945,0.120343185214797 223.09130859375,0.106343236687497 232.137466430664,0.885425174516487 232.949584960938,0.331863448935276 236.527267456055,0.240022307507123 241.056640625,0.259073064796719 250.00651550293,0.259687132105386 250.76008605957,1 257.138854980469,0.122413596964352","107.0491,0.08112107 133.0649,0.10602508 145.0653,0.02650951 159.0808,0.0237923 201.1274,0.47477617 232.1696,1 250.1799,0.55973176"
L06408_[M+H]+,./lxy-CID30.mzXML,L06408_[M+H]+#./lxy-CID30.mzXML#2514,"84.2028656005859,0.0519404794832221 115.807800292969,0.169762647763701 137.095397949219,0.258798101438472 138.102508544922,0.275732619752138 146.101852416992,0.313980491045553 150.331970214844,0.395929636017912 162.363647460938,0.184824195693998 172.930084228516,0.216150215564463 174.014266967773,0.388358692817736 175.291198730469,0.224909787583984 177.442520141602,0.0918554804305601 193.324417114258,0.0916710637103846 199.017562866211,0.097581086025903 203.780868530273,0.921807961564914 205.190444946289,0.231151878913778 206.100509643555,0.387650242202086 215.10774230957,0.48576995147947 218.796981811523,0.0880596128972561 222.228591918945,0.120343185214797 223.09130859375,0.106343236687497 232.137466430664,0.885425174516487 232.949584960938,0.331863448935276 236.527267456055,0.240022307507123 241.056640625,0.259073064796719 250.00651550293,0.259687132105386 250.76008605957,1 257.138854980469,0.122413596964352","121.0648,0.09775034 124.1123,0.00699399 147.0805,0.04798567 159.0803,0.01215978 173.0965,0.00844389 201.1273,0.00829004 203.1432,0.06269806 215.1433,1 232.1697,0.66452664 250.1802,0.31017634"
L06411_[M+H]+,./lxy-CID30.mzXML,L06411_[M+H]+#./lxy-CID30.mzXML#2514,"84.2028656005859,0.0519404794832221 115.807800292969,0.169762647763701 137.095397949219,0.258798101438472 138.102508544922,0.275732619752138 146.101852416992,0.313980491045553 150.331970214844,0.395929636017912 162.363647460938,0.184824195693998 172.930084228516,0.216150215564463 174.014266967773,0.388358692817736 175.291198730469,0.224909787583984 177.442520141602,0.0918554804305601 193.324417114258,0.0916710637103846 199.017562866211,0.097581086025903 203.780868530273,0.921807961564914 205.190444946289,0.231151878913778 206.100509643555,0.387650242202086 215.10774230957,0.48576995147947 218.796981811523,0.0880596128972561 222.228591918945,0.120343185214797 223.09130859375,0.106343236687497 232.137466430664,0.885425174516487 232.949584960938,0.331863448935276 236.527267456055,0.240022307507123 241.056640625,0.259073064796719 250.00651550293,0.259687132105386 250.76008605957,1 257.138854980469,0.122413596964352","121.0646,0.00524124 124.1121,0.00115007 203.1431,0.01436501 215.1433,0.25947884 232.1698,1"
L06467_[M+H]+,./lxy-CID30.mzXML,L06467_[M+H]+#./lxy-CID30.mzXML#2514,"84.2028656005859,0.0519404794832221 115.807800292969,0.169762647763701 137.095397949219,0.258798101438472 138.102508544922,0.275732619752138 146.101852416992,0.313980491045553 150.331970214844,0.395929636017912 162.363647460938,0.184824195693998 172.930084228516,0.216150215564463 174.014266967773,0.388358692817736 175.291198730469,0.224909787583984 177.442520141602,0.0918554804305601 193.324417114258,0.0916710637103846 199.017562866211,0.097581086025903 203.780868530273,0.921807961564914 205.190444946289,0.231151878913778 206.100509643555,0.387650242202086 215.10774230957,0.48576995147947 218.796981811523,0.0880596128972561 222.228591918945,0.120343185214797 223.09130859375,0.106343236687497 232.137466430664,0.885425174516487 232.949584960938,0.331863448935276 236.527267456055,0.240022307507123 241.056640625,0.259073064796719 250.00651550293,0.259687132105386 250.76008605957,1 257.138854980469,0.122413596964352","107.0487,0.0047135 201.1276,0.0087009 232.1698,1"
L12910_[M+H]+,./lxy-CID30.mzXML,L12910_[M+H]+#./lxy-CID30.mzXML#2514,"84.2028656005859,0.0519404794832221 115.807800292969,0.169762647763701 137.095397949219,0.258798101438472 138.102508544922,0.275732619752138 146.101852416992,0.313980491045553 150.331970214844,0.395929636017912 162.363647460938,0.184824195693998 172.930084228516,0.216150215564463 174.014266967773,0.388358692817736 175.291198730469,0.224909787583984 177.442520141602,0.0918554804305601 193.324417114258,0.0916710637103846 199.017562866211,0.097581086025903 203.780868530273,0.921807961564914 205.190444946289,0.231151878913778 206.100509643555,0.387650242202086 215.10774230957,0.48576995147947 218.796981811523,0.0880596128972561 222.228591918945,0.120343185214797 223.09130859375,0.106343236687497 232.137466430664,0.885425174516487 232.949584960938,0.331863448935276 236.527267456055,0.240022307507123 241.056640625,0.259073064796719 250.00651550293,0.259687132105386 250.76008605957,1 257.138854980469,0.122413596964352","81.0699,0.0018624 121.0648,0.09553033 124.1121,0.00679612 147.0804,0.03844457 159.0804,0.01005926 173.0962,0.01204763 201.1275,0.00839818 203.1431,0.06194983 215.1432,1 232.1698,0.65170982 250.1802,0.33201761"
L11704_[M+H]+,./lxy-CID30.mzXML,L11704_[M+H]+#./lxy-CID30.mzXML#2656,"73.4580535888672,0.00057034889961259 74.0792999267578,0.000726755916149316 81.3107299804688,0.00120997001795365 83.4117889404297,0.000639894826942443 121.240020751953,0.000627096318606091 131.234771728516,0.0103634715507829 135.047622680664,0.00245071012668144 143.116470336914,0.00062645048448099 145.237823486328,0.000680540092630111 149.118179321289,0.00906308795586551 155.046356201172,0.000759484805268198 163.015579223633,0.00051517079660953 164.281600952148,0.000402638616454763 167.29606628418,0.00339202398122524 169.041152954102,0.00199332772805692 177.058639526367,1 181.119400024414,0.00633438393711823 181.881881713867,0.00288890165629444 186.987243652344,0.00347336399803245 191.26335144043,0.00130062474407415 192.23420715332,0.00197264269443841 194.229721069336,0.00291529093226938 195.051956176758,0.0162647634197322 205.088241577148,0.023434441258679 207.006042480469,0.0045577948916554 208.133926391602,0.00425453684015012 209.409408569336,0.00188674903311473 211.113861083984,0.00300321448108432 223.075485229492,0.0105917929018861 224.643508911133,0.00490683656928863 225.266342163086,0.00080743637339447 226.912124633789,0.0118537295167931","65.0385,0.00188422 149.0233,0.81882214 163.0391,0.0011602 167.0338,0.00143333 177.0545,1 181.0495,0.00122354"
L21192_[M+H]+,./lxy-CID30.mzXML,L21192_[M+H]+#./lxy-CID30.mzXML#434,"56.0824317932129,0.00964546043774636 58.3142433166504,0.0166773595078104 60.2037734985352,0.0406147084074171 61.3932571411133,0.00217428909320273 71.9890899658203,0.0136878931889494 73.0531005859375,0.00443227026481897 74.3113250732422,0.140830369982811 81.6645660400391,0.103212514909126 84.3403015136719,0.00550452260820294 85.2532958984375,0.0113273139871715 90.3940200805664,1 91.7035522460938,0.00767786667444454 97.5822143554688,0.0290431127087462 98.6850433349609,0.0789944623310853 99.3577728271484,0.168226097548178 102.325744628906,0.38856855205225 106.126770019531,0.00798717302456847 108.859024047852,0.00405283742948648 109.613861083984,0.00722714113506486 110.477996826172,0.0795115302786436","102.128,1"
L13625_[M+H]+,./lxy-CID30.mzXML,L13625_[M+H]+#./lxy-CID30.mzXML#1682,"69.0833053588867,0.00131110871943413 72.1714630126953,0.00475628457649883 73.2375335693359,0.0295055223234305 79.0632553100586,0.0167567485117162 80.2272033691406,0.0018907787555821 89.1647644042969,0.00742945905305155 91.3067626953125,0.00779171261027844 101.319671630859,0.00641528380756598 103.017669677734,0.00151204222464684 105.0498046875,0.013779079964885 106.249282836914,0.0457388407638259 107.142288208008,0.0355371415365325 111.138427734375,0.0013799917496039 113.054840087891,0.00670259292408238 117.164901733398,0.00287036415987854 118.195129394531,0.00366261170392105 119.179244995117,0.0201517547452647 120.241790771484,0.00615424363684994 121.237548828125,0.0120903423452135 127.337051391602,0.00378715441405746 128.013473510742,0.00209662310838111 129.152694702148,0.00365158532317492 130.440734863281,0.00554941788078084 131.093856811523,0.0415623116575895 133.150665283203,1 134.124237060547,0.0133943871482576 135.051483154297,0.287896366086411 136.07829284668,0.00169484755764999 141.009323120117,0.0142874159586553 143.102005004883,0.0179368944808718 143.760345458984,0.041843627043739 145.085861206055,0.0742606303624218 146.153121948242,0.00345760921070826 147.142150878906,0.0048138912719579 148.928497314453,0.00908613025829974 149.880249023438,0.0213050645033159 151.119216918945,0.0270660008963308 154.118515014648,0.0249179298807059 158.439971923828,0.0063306515256355 163.085159301758,0.569960907415141 164.300445556641,0.00829327585228556 168.060195922852,0.00350249590708184 171.743377685547,0.0309804258866073","91.0544,0.03668033 107.0493,0.31175914 108.0527,0.02518916 119.0493,0.17451135 120.0526,0.01622005 135.0444,0.03948613 163.0392,1 164.0425,0.11116015"
L13652_[M+H]+,./lxy-CID30.mzXML,L13652_[M+H]+#./lxy-CID30.mzXML#1682,"69.0833053588867,0.00131110871943413 72.1714630126953,0.00475628457649883 73.2375335693359,0.0295055223234305 79.0632553100586,0.0167567485117162 80.2272033691406,0.0018907787555821 89.1647644042969,0.00742945905305155 91.3067626953125,0.00779171261027844 101.319671630859,0.00641528380756598 103.017669677734,0.00151204222464684 105.0498046875,0.013779079964885 106.249282836914,0.0457388407638259 107.142288208008,0.0355371415365325 111.138427734375,0.0013799917496039 113.054840087891,0.00670259292408238 117.164901733398,0.00287036415987854 118.195129394531,0.00366261170392105 119.179244995117,0.0201517547452647 120.241790771484,0.00615424363684994 121.237548828125,0.0120903423452135 127.337051391602,0.00378715441405746 128.013473510742,0.00209662310838111 129.152694702148,0.00365158532317492 130.440734863281,0.00554941788078084 131.093856811523,0.0415623116575895 133.150665283203,1 134.124237060547,0.0133943871482576 135.051483154297,0.287896366086411 136.07829284668,0.00169484755764999 141.009323120117,0.0142874159586553 143.102005004883,0.0179368944808718 143.760345458984,0.041843627043739 145.085861206055,0.0742606303624218 146.153121948242,0.00345760921070826 147.142150878906,0.0048138912719579 148.928497314453,0.00908613025829974 149.880249023438,0.0213050645033159 151.119216918945,0.0270660008963308 154.118515014648,0.0249179298807059 158.439971923828,0.0063306515256355 163.085159301758,0.569960907415141 164.300445556641,0.00829327585228556 168.060195922852,0.00350249590708184 171.743377685547,0.0309804258866073","163.0392,1 164.0425,0.10219215"
L13625_[M+H]+,./lxy-CID30.mzXML,L13625_[M+H]+#./lxy-CID30.mzXML#2267,"73.4076843261719,0.0241636126395917 74.3725891113281,0.00661579617603652 77.2600326538086,0.0086599262511046 79.120491027832,0.0268941163746866 81.1680603027344,0.0112171017731001 84.3374481201172,0.0171871410593939 89.437744140625,0.00509915230552148 90.9941864013672,0.00564189593093192 93.1502685546875,0.00719097160116695 95.0791625976562,0.0154421896910537 101.302764892578,0.00592860585277794 106.109344482422,0.00812811222044297 107.195281982422,0.102869815234981 113.069198608398,0.00484032538141987 117.301452636719,0.0141172232828086 119.171356201172,0.016616031834726 120.233947753906,0.0205573329472815 121.233459472656,0.0822629665777981 121.959091186523,0.0138233345488412 131.035705566406,0.0413489504381071 132.548675537109,0.104705566595669 133.164184570312,1 135.164764404297,0.365479388945772 140.807662963867,0.00776921684871508 143.667465209961,0.024551136458773 145.134979248047,0.181838020021805 146.151062011719,0.00314948467620936 148.764114379883,0.00482112156997531 150.827102661133,0.0629502601820594 155.045196533203,0.00452977482257184 157.394515991211,0.00370508463477177 160.85758972168,0.00259235011207554 163.118774414062,0.848935415415754 164.12077331543,0.042557352840611 170.856582641602,0.0377941694313896 171.799240112305,0.0172525425807231","91.0544,0.03668033 107.0493,0.31175914 108.0527,0.02518916 119.0493,0.17451135 120.0526,0.01622005 135.0444,0.03948613 163.0392,1 164.0425,0.11116015"
L13652_[M+H]+,./lxy-CID30.mzXML,L13652_[M+H]+#./lxy-CID30.mzXML#2267,"73.4076843261719,0.0241636126395917 74.3725891113281,0.00661579617603652 77.2600326538086,0.0086599262511046 79.120491027832,0.0268941163746866 81.1680603027344,0.0112171017731001 84.3374481201172,0.0171871410593939 89.437744140625,0.00509915230552148 90.9941864013672,0.00564189593093192 93.1502685546875,0.00719097160116695 95.0791625976562,0.0154421896910537 101.302764892578,0.00592860585277794 106.109344482422,0.00812811222044297 107.195281982422,0.102869815234981 113.069198608398,0.00484032538141987 117.301452636719,0.0141172232828086 119.171356201172,0.016616031834726 120.233947753906,0.0205573329472815 121.233459472656,0.0822629665777981 121.959091186523,0.0138233345488412 131.035705566406,0.0413489504381071 132.548675537109,0.104705566595669 133.164184570312,1 135.164764404297,0.365479388945772 140.807662963867,0.00776921684871508 143.667465209961,0.024551136458773 145.134979248047,0.181838020021805 146.151062011719,0.00314948467620936 148.764114379883,0.00482112156997531 150.827102661133,0.0629502601820594 155.045196533203,0.00452977482257184 157.394515991211,0.00370508463477177 160.85758972168,0.00259235011207554 163.118774414062,0.848935415415754 164.12077331543,0.042557352840611 170.856582641602,0.0377941694313896 171.799240112305,0.0172525425807231","163.0392,1 164.0425,0.10219215"
L11704_[M+H]+,./lxy-CID30.mzXML,L11704_[M+H]+#./lxy-CID30.mzXML#2739,"73.5199432373047,0.00480310330600193 81.2960510253906,0.000303874139678489 95.2737884521484,0.00197967412362178 109.337936401367,0.000406154357312558 111.015167236328,0.0018436385330451 125.332824707031,0.00149059178082001 129.12939453125,0.000265426862689078 137.310424804688,0.00106412798748032 138.976791381836,0.00100944136128817 145.188018798828,0.000407387099840676 147.190078735352,0.0027549007709695 149.13249206543,0.00516657239523574 155.183395385742,0.00159667659480929 163.02734375,0.000741765452035136 165.134689331055,0.00484245718164804 166.281265258789,0.000721465987481024 167.214309692383,0.00278132670854766 177.05012512207,1 181.118606567383,0.00477993727306523 187.180053710938,0.00579544773305575 191.072845458984,0.00314259348290934 193.062118530273,0.00224211148117146 194.521743774414,0.0054726757535876 195.182327270508,0.0133200384777851 202.888595581055,0.000583498577413819 205.255187988281,0.00462775357226395 207.14338684082,0.00303793965200219 208.120376586914,0.00740439123397535 209.033187866211,0.00543850029399216 210.993728637695,0.00110706292590278 223.188095092773,0.00830328178861909 224.375793457031,0.00316372134676057 225.087844848633,0.00132065471604504 227.053466796875,0.00465461886828413 229.030685424805,0.000301685228767215","65.0385,0.00188422 149.0233,0.81882214 163.0391,0.0011602 167.0338,0.00143333 177.0545,1 181.0495,0.00122354"
